[2022-12-31 21:56:25,007][__main__][INFO] - Processing female-4-casual_28.png...
[2022-12-31 21:56:32,795][__main__][INFO] - Processing female-3-casual_22.png...

[2022-12-31 21:56:32,861][__main__][INFO] - Processing female-4-sport_14.png...

[2022-12-31 21:56:32,927][__main__][INFO] - Processing female-1-casual_20.png...

[2022-12-31 21:56:33,002][__main__][INFO] - Processing female-1-casual_40.png...

[2022-12-31 21:56:33,113][__main__][INFO] - Processing female-4-sport_12.png...

[2022-12-31 21:56:33,181][__main__][INFO] - Processing female-4-casual_0.png...

[2022-12-31 21:56:33,250][__main__][INFO] - Processing female-4-sport_8.png...

[2022-12-31 21:56:33,324][__main__][INFO] - Processing female-4-sport_16.png...

[2022-12-31 21:56:33,391][__main__][INFO] - Processing female-3-casual_26.png...

[2022-12-31 21:56:33,456][__main__][INFO] - Processing female-4-sport_2.png...

[2022-12-31 21:56:33,520][__main__][INFO] - Processing female-4-casual_20.png...

[2022-12-31 21:56:33,592][__main__][INFO] - Processing female-3-casual_48.png...

[2022-12-31 21:56:33,668][__main__][INFO] - Processing female-3-sport_2.png...

[2022-12-31 21:56:33,744][__main__][INFO] - Processing female-4-casual_8.png...

[2022-12-31 21:56:33,818][__main__][INFO] - Processing female-3-sport_38.png...

[2022-12-31 21:56:33,892][__main__][INFO] - Processing female-4-sport_0.png...

[2022-12-31 21:56:33,961][__main__][INFO] - Processing female-3-sport_18.png...

[2022-12-31 21:56:34,042][__main__][INFO] - Processing female-3-casual_4.png...

[2022-12-31 21:56:34,122][__main__][INFO] - Processing female-3-sport_24.png...

[2022-12-31 21:56:34,196][__main__][INFO] - Processing female-3-casual_18.png...

[2022-12-31 21:56:34,266][__main__][INFO] - Processing female-1-casual_30.png...

[2022-12-31 21:56:34,332][__main__][INFO] - Processing female-1-casual_48.png...

[2022-12-31 21:56:34,405][__main__][INFO] - Processing female-4-casual_2.png...

[2022-12-31 21:56:34,475][__main__][INFO] - Processing female-3-sport_46.png...

[2022-12-31 21:56:34,549][__main__][INFO] - Processing female-3-casual_38.png...

[2022-12-31 21:56:34,625][__main__][INFO] - Processing female-3-casual_30.png...

[2022-12-31 21:56:34,699][__main__][INFO] - Processing female-3-sport_10.png...

[2022-12-31 21:56:34,765][__main__][INFO] - Processing female-4-casual_22.png...

[2022-12-31 21:56:34,837][__main__][INFO] - Processing female-3-casual_12.png...

[2022-12-31 21:56:34,912][__main__][INFO] - Processing female-4-sport_48.png...

[2022-12-31 21:56:34,986][__main__][INFO] - Processing female-3-sport_36.png...

[2022-12-31 21:56:35,055][__main__][INFO] - Processing female-3-casual_16.png...

[2022-12-31 21:56:35,132][__main__][INFO] - Processing female-4-sport_4.png...

[2022-12-31 21:56:35,207][__main__][INFO] - Processing female-1-casual_46.png...

[2022-12-31 21:56:35,277][__main__][INFO] - Processing female-3-sport_44.png...

[2022-12-31 21:56:35,354][__main__][INFO] - Processing female-4-casual_36.png...

[2022-12-31 21:56:35,424][__main__][INFO] - Processing female-4-casual_32.png...

[2022-12-31 21:56:35,495][__main__][INFO] - Processing female-3-casual_34.png...

[2022-12-31 21:56:35,564][__main__][INFO] - Processing female-4-sport_18.png...

[2022-12-31 21:56:35,643][__main__][INFO] - Processing female-3-casual_42.png...

[2022-12-31 21:56:35,720][__main__][INFO] - Processing female-3-sport_16.png...

[2022-12-31 21:56:35,781][__main__][INFO] - Processing female-4-casual_44.png...

[2022-12-31 21:56:35,852][__main__][INFO] - Processing female-3-casual_14.png...

